applicant_id,age,age_group,gender,nationality,employment_type,employment_tenure_months,monthly_income,monthly_obligations,monthly_spend,existing_credit_exposure,transaction_history_months,num_previous_applications,num_late_payments,requested_amount,defaulted,requires_bureau_check,max_eligible_credit
APP-004346,53,46-60,male,other,salaried,153,6465.47,1103.62,4751.35,38544.76,23,5,0,4988.99,0,True,19396.41
APP-004347,52,46-60,male,south_asian,salaried,145,6713.31,792.75,4873.81,22752.44,43,5,0,9766.43,0,True,20000.0
APP-004348,35,26-35,male,western,salaried,38,18893.11,4322.03,14900.49,171511.39,35,3,0,18844.99,0,True,20000.0
APP-004349,35,26-35,male,western,salaried,79,6783.98,825.72,3743.02,32308.02,4,3,3,9588.14,1,True,20000.0
APP-004350,41,36-45,female,south_asian,salaried,88,5533.03,649.45,2911.15,13212.11,2,2,0,15349.73,0,True,16599.09
APP-004351,53,46-60,male,emirati,salaried,152,10413.66,1650.22,5957.84,56897.7,28,0,0,3987.75,0,True,20000.0
APP-004352,20,18-25,male,south_asian,salaried,0,14139.8,1342.56,6144.23,19266.88,12,5,0,17234.52,0,True,20000.0
APP-004353,48,46-60,male,south_asian,salaried,131,17887.57,3585.65,13837.94,127312.88,4,5,0,11351.72,0,True,20000.0
APP-004354,38,36-45,male,other,salaried,57,10205.31,249.32,5936.32,3012.09,4,3,0,7484.5,0,True,20000.0
APP-004355,24,18-25,male,south_asian,self_employed,0,5810.99,1337.67,4128.2,47652.75,17,3,0,3110.72,0,True,17432.97
APP-004356,52,46-60,male,south_asian,salaried,148,8024.74,377.94,5459.81,9963.23,39,5,0,12358.69,0,True,20000.0
APP-004357,36,36-45,male,emirati,salaried,71,7730.47,3164.3,4647.68,106439.43,11,5,1,12903.39,0,True,20000.0
APP-004358,49,46-60,male,southeast_asian,salaried,128,20244.35,2911.53,8551.66,81228.15,5,4,0,4465.28,0,True,20000.0
APP-004359,63,46-60,male,south_asian,salaried,193,13574.98,673.71,9669.07,13349.53,14,0,0,11991.0,0,True,20000.0
APP-004360,35,26-35,male,emirati,freelancer,60,5290.42,243.17,2917.19,3692.61,26,5,0,12149.42,0,True,15871.26
APP-004361,19,18-25,male,southeast_asian,self_employed,20,16411.93,1285.15,12452.8,35523.32,39,4,0,4163.08,0,True,20000.0
APP-004362,18,18-25,female,south_asian,salaried,5,11439.64,2954.14,5387.73,74927.35,16,3,1,16738.81,1,True,20000.0
APP-004363,30,26-35,female,south_asian,salaried,49,15200.44,2391.05,9299.4,28830.24,3,3,0,14777.33,0,True,20000.0
APP-004364,31,26-35,male,south_asian,salaried,29,5756.25,1031.19,2178.41,33019.59,42,5,0,6253.42,0,True,17268.75
APP-004365,60,46-60,male,south_asian,freelancer,169,3790.48,128.62,2689.98,4859.75,6,3,1,1973.97,0,True,11371.44
APP-004366,36,36-45,male,south_asian,salaried,60,6727.85,670.12,4224.25,19265.46,31,0,0,9542.34,0,True,20000.0
APP-004367,38,36-45,male,southeast_asian,salaried,78,4845.6,883.62,2657.8,32651.84,38,5,0,6640.69,0,True,14536.800000000001
APP-004368,51,46-60,male,emirati,salaried,151,8759.96,781.79,3748.84,13006.12,44,5,0,7922.12,0,True,20000.0
APP-004369,22,18-25,male,southeast_asian,self_employed,0,8799.65,941.36,4186.0,31285.37,29,4,0,12247.39,0,True,20000.0
APP-004370,21,18-25,male,emirati,salaried,0,4868.1,855.37,2692.05,20831.62,42,4,0,13598.53,0,True,14604.300000000001
APP-004371,53,46-60,female,south_asian,salaried,146,16011.89,6193.19,10841.28,139789.13,11,3,0,2533.05,0,True,20000.0
APP-004372,21,18-25,male,south_asian,self_employed,0,3000.0,316.12,1942.68,11121.89,3,5,0,2461.84,0,True,9000.0
APP-004373,40,36-45,female,emirati,salaried,83,21652.06,3010.87,8055.77,67042.47,12,2,1,15263.5,0,True,20000.0
APP-004374,24,18-25,female,south_asian,salaried,2,4045.79,768.25,2076.06,24600.03,35,0,0,9359.34,0,True,12137.369999999999
APP-004375,56,46-60,female,south_asian,salaried,150,4926.51,80.23,3815.06,2480.75,0,1,0,11021.21,0,True,14779.53
APP-004376,53,46-60,male,western,freelancer,134,13211.76,605.65,8869.12,22781.45,20,3,0,13068.11,0,True,20000.0
APP-004377,59,46-60,male,other,self_employed,180,15749.28,1660.73,5563.29,64459.94,41,5,0,2588.88,0,True,20000.0
APP-004378,30,26-35,male,south_asian,salaried,38,4458.55,1527.29,1703.65,30269.49,14,5,0,8467.54,0,True,13375.650000000001
APP-004379,60,46-60,male,other,freelancer,178,12463.18,2458.98,4872.98,45838.84,4,5,0,5543.84,0,True,20000.0
APP-004380,35,26-35,male,south_asian,salaried,40,5216.1,1422.5,3297.82,46822.98,17,3,0,15335.88,0,True,15648.300000000001
APP-004381,33,26-35,female,arab_expat,salaried,36,4653.14,263.89,2982.13,6024.22,44,2,0,1140.09,0,True,13959.420000000002
APP-004382,40,36-45,female,south_asian,freelancer,82,9800.1,1146.91,7764.89,36782.81,15,3,1,7992.32,0,True,20000.0
APP-004383,23,18-25,female,southeast_asian,salaried,2,9530.42,2965.98,3300.4,53219.71,23,4,0,16526.07,0,True,20000.0
APP-004384,20,18-25,male,arab_expat,salaried,6,6336.19,2654.26,2259.72,93548.99,29,0,0,7490.11,0,True,19008.57
APP-004385,45,36-45,male,arab_expat,salaried,104,6684.45,1510.93,4807.56,55370.68,5,5,1,15822.05,1,True,20000.0
APP-004386,48,46-60,male,south_asian,salaried,135,4220.13,1317.18,2019.51,23607.41,33,2,3,1352.13,1,True,12660.39
APP-004387,57,46-60,male,arab_expat,salaried,166,4926.64,426.11,1849.06,10859.52,27,0,0,7190.75,0,True,14779.920000000002
APP-004388,22,18-25,female,other,salaried,0,6333.44,1190.29,4236.07,13495.53,26,5,0,16872.26,0,True,19000.32
APP-004389,52,46-60,male,south_asian,salaried,152,6287.97,1740.11,4137.7,49089.88,20,5,0,10914.28,0,True,18863.91
APP-004390,48,46-60,male,southeast_asian,freelancer,124,5354.26,1491.04,4239.39,43996.29,28,5,3,9703.69,1,True,16062.78
APP-004391,34,26-35,male,south_asian,salaried,59,5521.77,142.49,3980.5,3730.64,19,5,0,13968.88,0,True,16565.31
APP-004392,58,46-60,male,south_asian,salaried,165,5356.21,551.93,2174.33,19889.15,2,5,0,14529.54,0,True,16068.630000000001
APP-004393,64,46-60,male,south_asian,salaried,211,6426.97,1163.19,2618.54,42065.54,5,3,0,10561.64,0,True,19280.91
APP-004394,41,36-45,male,south_asian,self_employed,89,3237.43,174.34,1878.22,2021.09,2,2,0,2679.0,0,False,9712.289999999999
APP-004395,35,26-35,male,south_asian,salaried,57,9161.51,2414.46,4275.0,30723.49,41,0,3,14290.69,1,True,20000.0
APP-004396,28,26-35,male,south_asian,salaried,2,6233.57,651.45,4485.16,18005.42,18,0,0,13826.46,0,True,18700.71
APP-004397,50,46-60,female,south_asian,self_employed,118,11498.95,4377.2,6316.53,67406.1,20,5,0,9736.3,0,True,20000.0
APP-004398,63,46-60,male,western,salaried,188,27655.68,5625.78,13237.06,131859.34,10,4,0,17167.76,0,True,20000.0
APP-004399,40,36-45,female,south_asian,salaried,92,4829.89,1055.29,2559.71,21375.2,10,1,0,9791.86,0,True,14489.670000000002
APP-004400,43,36-45,male,south_asian,salaried,126,3903.06,676.75,2286.08,23983.54,37,2,0,10466.81,0,True,11709.18
APP-004401,52,46-60,male,arab_expat,freelancer,146,10003.14,2598.62,6169.93,84733.27,44,2,2,16114.34,1,True,20000.0
APP-004402,53,46-60,male,south_asian,salaried,159,17450.34,1602.42,9850.51,22020.74,31,0,0,6683.29,0,True,20000.0
APP-004403,52,46-60,male,arab_expat,salaried,167,6861.79,1179.68,4323.74,16431.74,43,1,3,604.9,0,True,20000.0
APP-004404,20,18-25,male,southeast_asian,unemployed,0,3000.0,166.26,1010.54,4288.25,21,5,3,7318.21,1,True,9000.0
APP-004405,61,46-60,female,arab_expat,salaried,187,12536.08,2052.42,4309.37,45170.85,10,2,0,6626.55,0,True,20000.0
APP-004406,37,36-45,female,emirati,self_employed,62,5016.77,1116.72,3762.68,43222.7,24,1,2,10284.23,0,True,15050.310000000001
APP-004407,60,46-60,female,arab_expat,salaried,204,3221.83,676.67,1113.84,20629.1,43,5,0,5953.22,0,True,9665.49
APP-004408,56,46-60,male,southeast_asian,freelancer,161,11098.1,3026.25,4773.69,94131.95,18,3,0,18548.61,0,True,20000.0
APP-004409,58,46-60,female,southeast_asian,salaried,154,26300.57,8487.85,9012.81,289319.43,12,1,0,11854.68,0,True,20000.0
APP-004410,55,46-60,male,western,salaried,153,19553.02,3681.76,12218.37,49704.09,44,4,3,14578.96,0,True,20000.0
APP-004411,46,46-60,male,south_asian,salaried,117,11003.65,2600.89,5314.85,53556.45,30,2,0,13844.71,0,True,20000.0
APP-004412,58,46-60,male,south_asian,salaried,165,10750.06,1710.74,8278.51,46720.58,45,2,0,14043.28,0,True,20000.0
APP-004413,58,46-60,female,emirati,salaried,163,14319.54,2250.13,11285.74,80837.69,1,3,0,5868.3,0,True,20000.0
APP-004414,24,18-25,female,south_asian,salaried,10,5965.77,1695.38,2443.31,33590.37,20,5,0,8981.58,0,True,17897.31
APP-004415,51,46-60,female,south_asian,salaried,148,12961.77,2659.91,8814.64,30047.1,33,4,0,9008.14,0,True,20000.0
APP-004416,19,18-25,male,arab_expat,salaried,0,15609.2,1083.38,11735.11,12974.7,2,2,0,2652.72,0,True,20000.0
APP-004417,46,46-60,male,south_asian,freelancer,103,10302.92,1151.28,5420.19,24729.53,18,0,0,2162.44,0,True,20000.0
APP-004418,57,46-60,female,south_asian,salaried,152,6683.91,1074.56,4097.06,35905.81,42,0,0,15630.74,0,True,20000.0
APP-004419,43,36-45,female,south_asian,salaried,76,3000.0,273.37,1701.0,4827.59,37,0,0,7625.19,0,True,9000.0
APP-004420,20,18-25,male,arab_expat,salaried,12,4496.55,150.73,2016.1,4986.85,30,1,0,6767.61,0,True,13489.650000000001
APP-004421,32,26-35,male,western,self_employed,49,19619.21,2771.39,11612.68,85324.91,5,3,0,18127.69,0,True,20000.0
APP-004422,34,26-35,male,western,unemployed,0,3000.0,250.86,1286.62,4587.92,8,2,2,2542.8,1,True,9000.0
APP-004423,37,36-45,male,arab_expat,salaried,85,3000.0,60.8,2221.11,1014.68,33,0,0,8339.64,0,True,9000.0
APP-004424,46,46-60,male,emirati,salaried,132,7049.9,1147.12,4610.18,33391.25,18,1,0,18884.11,0,True,20000.0
APP-004425,19,18-25,female,western,salaried,13,8973.45,1718.67,5706.67,24720.07,20,5,0,6589.24,0,True,20000.0
APP-004426,56,46-60,male,south_asian,self_employed,162,10174.3,2250.21,7023.24,55683.47,13,3,0,5655.99,0,True,20000.0
APP-004427,25,18-25,female,south_asian,salaried,36,6794.12,1763.1,2297.41,37022.2,41,2,0,8800.22,0,True,20000.0
APP-004428,52,46-60,male,other,salaried,162,7506.89,759.88,3132.74,21713.22,9,0,0,17544.79,0,True,20000.0
APP-004429,41,36-45,male,emirati,salaried,94,25186.21,6249.94,9969.12,178286.45,22,5,0,15216.61,0,True,20000.0
APP-004430,49,46-60,male,southeast_asian,unemployed,0,3757.283119920658,762.99,2964.66,9986.42,47,1,0,3103.64,0,True,11271.849359761974
APP-004431,35,26-35,female,south_asian,salaried,62,6167.57,477.74,3117.12,6553.06,29,5,0,1286.35,0,True,18502.71
APP-004432,55,46-60,male,south_asian,freelancer,160,7990.77,996.68,4366.35,36099.46,4,3,0,15704.51,0,True,20000.0
APP-004433,41,36-45,male,arab_expat,salaried,101,11639.38,464.26,5075.22,11772.51,3,5,0,8434.96,0,True,20000.0
APP-004434,27,26-35,male,south_asian,salaried,31,5986.76,1193.8,4046.6,20719.53,21,1,1,1880.16,0,True,17960.28
APP-004435,19,18-25,male,emirati,salaried,10,7687.02,1371.71,2752.76,28816.65,3,5,3,3098.11,1,True,20000.0
APP-004436,45,36-45,female,south_asian,salaried,104,10626.14,542.15,7165.75,15160.6,35,2,0,16241.55,0,True,20000.0
APP-004437,53,46-60,male,emirati,salaried,144,4313.17,501.46,2139.22,11543.67,24,2,0,9977.45,0,True,12939.51
APP-004438,42,36-45,male,arab_expat,salaried,96,7109.94,457.51,3313.72,6833.73,17,0,0,4357.31,0,True,20000.0
APP-004439,37,36-45,male,arab_expat,salaried,85,14897.62,329.67,5727.85,6104.81,20,3,0,16998.52,0,True,20000.0
APP-004440,22,18-25,female,arab_expat,salaried,17,9788.3,2295.38,4601.82,57379.09,23,2,0,4668.88,0,True,20000.0
APP-004441,33,26-35,female,south_asian,salaried,44,3000.0,520.0,1613.59,9819.37,15,0,0,8931.33,0,True,9000.0
APP-004442,46,46-60,male,other,self_employed,123,9668.51,493.28,5541.52,14655.07,11,2,0,18781.63,0,True,20000.0
APP-004443,44,36-45,male,southeast_asian,salaried,99,20457.3,1546.21,9517.83,22545.03,33,4,0,13710.55,0,True,20000.0
APP-004444,19,18-25,male,southeast_asian,self_employed,0,11408.85,1959.0,4150.85,73763.85,34,1,0,4329.97,0,True,20000.0
APP-004445,18,18-25,male,south_asian,salaried,3,4770.31,751.98,3364.51,11119.13,40,0,0,10320.89,0,True,14310.93
APP-004446,31,26-35,male,southeast_asian,salaried,35,6826.55,818.1,2648.74,20625.74,16,1,0,6891.63,0,True,20000.0
APP-004447,18,18-25,female,other,self_employed,7,7172.21,1469.03,4074.38,58158.68,27,4,0,14997.91,0,True,20000.0
APP-004448,49,46-60,male,emirati,salaried,125,5871.34,1323.68,2619.78,18235.39,43,0,0,5985.49,0,True,17614.02
APP-004449,27,26-35,male,south_asian,salaried,24,9662.53,1256.48,5651.96,19402.07,47,1,0,16488.33,0,True,20000.0
APP-004450,35,26-35,male,arab_expat,salaried,65,6018.26,641.51,3680.28,19089.31,25,3,0,9609.4,0,True,18054.78
APP-004451,61,46-60,female,south_asian,salaried,212,4851.52,803.62,1650.94,29096.44,6,4,0,8295.19,0,True,14554.560000000001
APP-004452,51,46-60,male,southeast_asian,salaried,131,6957.35,1813.26,2131.13,58692.03,42,4,0,3147.12,0,True,20000.0
APP-004453,20,18-25,female,south_asian,salaried,0,5460.79,459.51,1948.63,12976.1,16,5,0,10447.47,0,True,16382.369999999999
APP-004454,39,36-45,male,western,salaried,92,8280.64,1565.74,4406.22,25931.74,46,4,0,10130.51,0,True,20000.0
APP-004455,45,36-45,male,emirati,freelancer,116,3079.96,859.56,1567.18,27572.28,0,2,0,4912.26,1,True,9239.880000000001
APP-004456,48,46-60,male,western,unemployed,0,3569.5428097063987,1087.1,2373.24,23655.24,41,5,0,3302.57,0,True,10708.628429119195
APP-004457,40,36-45,male,western,salaried,104,29971.61,1795.0,13891.43,47966.13,2,5,0,7328.16,0,True,20000.0
APP-004458,58,46-60,male,emirati,salaried,171,3054.23,1442.04,1988.81,16298.06,24,5,2,6963.38,1,True,9162.69
APP-004459,29,26-35,male,arab_expat,salaried,34,4652.41,1159.39,2595.45,38120.25,47,5,0,10118.6,0,True,13957.23
APP-004460,43,36-45,male,western,salaried,97,19519.12,3269.72,11544.77,115617.57,20,5,0,7419.65,0,True,20000.0
APP-004461,49,46-60,male,south_asian,salaried,135,12718.64,3631.53,8392.08,69678.48,29,5,3,7610.53,1,True,20000.0
APP-004462,63,46-60,female,emirati,freelancer,167,8797.09,2117.08,5876.57,75830.76,33,1,0,2656.86,0,True,20000.0
APP-004463,29,26-35,female,south_asian,salaried,48,10781.86,2005.55,6157.65,23713.68,32,3,0,4333.92,0,True,20000.0
APP-004464,45,36-45,male,south_asian,salaried,124,7401.1,841.34,3915.91,30043.35,15,4,0,11411.5,0,True,20000.0
APP-004465,55,46-60,male,south_asian,salaried,158,12130.49,940.13,4234.16,34049.82,0,4,0,18977.18,0,True,20000.0
APP-004466,48,46-60,male,arab_expat,salaried,131,15752.76,5956.03,12129.47,90612.1,27,0,0,11445.31,0,True,20000.0
APP-004467,64,46-60,male,arab_expat,salaried,221,10691.58,4080.46,4366.0,138202.03,46,0,0,15978.19,0,True,20000.0
APP-004468,21,18-25,male,southeast_asian,salaried,9,4747.63,1642.08,2132.91,47976.44,0,2,0,12656.24,0,True,14242.89
APP-004469,56,46-60,female,emirati,salaried,181,17378.04,5403.93,9860.95,98416.77,36,5,0,10450.35,0,True,20000.0
APP-004470,18,18-25,male,other,salaried,24,12443.44,2313.51,5713.06,49185.31,14,2,0,6064.22,0,True,20000.0
APP-004471,41,36-45,male,south_asian,salaried,106,3117.26,206.78,1458.8,6389.95,47,4,0,9338.35,0,True,9351.78
APP-004472,18,18-25,male,emirati,salaried,0,9724.39,3156.32,7360.62,32411.63,2,4,2,9190.25,1,True,20000.0
APP-004473,56,46-60,female,southeast_asian,salaried,161,21791.45,2676.34,14381.94,98321.79,47,5,0,16268.25,0,True,20000.0
APP-004474,56,46-60,male,south_asian,salaried,147,10271.55,638.17,6336.47,24902.67,20,2,2,805.66,0,True,20000.0
APP-004475,56,46-60,male,south_asian,salaried,172,9439.72,926.4,6594.27,20580.52,38,2,0,10804.46,0,True,20000.0
APP-004476,26,26-35,male,south_asian,salaried,22,10087.31,2379.94,3832.06,75390.76,31,0,0,6240.5,0,True,20000.0
APP-004477,57,46-60,female,southeast_asian,self_employed,181,11102.51,733.73,3986.78,16114.92,38,2,0,10717.57,0,True,20000.0
APP-004478,61,46-60,male,south_asian,salaried,183,7570.88,369.62,4421.5,6107.54,5,5,1,18239.69,0,True,20000.0
APP-004479,57,46-60,female,southeast_asian,salaried,166,7560.53,2813.53,4557.14,70180.85,18,4,0,14676.7,0,True,20000.0
APP-004480,35,26-35,male,emirati,salaried,60,9797.4,2349.1,4018.26,56939.29,19,3,0,11152.58,0,True,20000.0
APP-004481,34,26-35,male,southeast_asian,freelancer,61,14794.5,2690.35,10092.33,67060.13,35,4,0,2588.78,0,True,20000.0
APP-004482,61,46-60,male,western,freelancer,163,50284.57,15406.43,22731.02,162595.17,39,0,0,5875.03,0,True,20000.0
APP-004483,55,46-60,male,south_asian,salaried,149,13644.67,2188.98,6400.29,52219.35,20,2,0,19940.02,0,True,20000.0
APP-004484,32,26-35,male,southeast_asian,freelancer,32,21458.94,5254.55,11050.48,154638.48,14,1,0,10061.99,0,True,20000.0
APP-004485,20,18-25,male,southeast_asian,salaried,3,20506.46,4055.72,14677.07,88051.71,47,0,0,5179.08,0,True,20000.0
APP-004486,58,46-60,male,south_asian,salaried,169,16853.6,471.26,13204.48,12485.29,1,2,0,19340.96,0,True,20000.0
APP-004487,53,46-60,female,western,salaried,141,25601.81,1423.41,11345.75,14756.38,26,5,0,13465.98,0,True,20000.0
APP-004488,42,36-45,male,south_asian,salaried,79,31819.71,8624.62,15454.88,155699.34,27,2,0,10607.7,0,True,20000.0
APP-004489,58,46-60,male,arab_expat,salaried,148,7343.31,1111.51,5351.55,40463.08,17,4,0,9679.86,0,True,20000.0
APP-004490,27,26-35,female,south_asian,salaried,13,16209.67,1462.83,10218.78,25396.66,40,5,0,12848.4,0,True,20000.0
APP-004491,41,36-45,male,south_asian,salaried,75,8530.18,1994.11,2772.53,42868.4,47,4,1,19052.31,0,True,20000.0
APP-004492,51,46-60,male,south_asian,salaried,143,11353.37,985.43,5801.47,13133.26,10,2,0,12675.47,0,True,20000.0
APP-004493,57,46-60,male,arab_expat,salaried,148,7877.23,1042.43,2484.08,39516.77,27,2,0,4569.15,0,True,20000.0
APP-004494,32,26-35,male,south_asian,salaried,36,6784.78,530.01,4336.2,16079.86,47,2,0,8766.14,0,True,20000.0
APP-004495,40,36-45,female,south_asian,salaried,103,7833.84,376.89,6010.74,8822.39,25,1,0,6908.26,0,True,20000.0
APP-004496,40,36-45,male,western,salaried,83,14968.56,1937.34,6409.74,60537.6,15,3,0,4941.01,0,True,20000.0
APP-004497,25,18-25,female,south_asian,salaried,0,6662.8,1765.07,4584.67,51209.82,8,2,0,13550.94,0,True,19988.4
APP-004498,54,46-60,male,arab_expat,salaried,124,7546.6,365.48,3187.24,11932.06,0,0,0,2135.39,0,True,20000.0
APP-004499,44,36-45,male,south_asian,salaried,103,7277.77,1140.86,4777.43,13723.98,39,5,0,16623.05,0,True,20000.0
APP-004500,43,36-45,female,south_asian,self_employed,99,11644.01,527.6,4551.45,19107.45,27,2,0,2486.09,0,True,20000.0
APP-004501,50,46-60,male,other,salaried,133,13746.94,3482.94,7243.98,89777.82,44,0,2,9405.52,0,True,20000.0
APP-004502,41,36-45,female,south_asian,salaried,106,4284.27,609.67,1834.96,23072.12,31,1,0,6512.06,0,True,12852.810000000001
APP-004503,27,26-35,female,south_asian,self_employed,31,3811.35,361.86,2344.23,7581.88,41,4,0,3349.31,0,True,11434.05
APP-004504,25,18-25,male,south_asian,salaried,23,6118.53,2453.05,4173.09,47599.86,38,3,0,16124.06,0,True,18355.59
APP-004505,26,26-35,male,south_asian,freelancer,20,10656.9,3483.31,5712.32,102562.88,17,4,0,2933.08,0,True,20000.0
APP-004506,24,18-25,female,arab_expat,salaried,0,6872.75,2062.21,3191.08,82212.82,10,3,0,1059.71,0,True,20000.0
APP-004507,48,46-60,female,south_asian,salaried,124,5061.66,999.59,1942.71,38550.79,23,0,2,9259.74,0,True,15184.98
APP-004508,27,26-35,male,south_asian,salaried,33,3000.0,454.57,1787.18,11911.69,40,4,0,3403.44,0,True,9000.0
APP-004509,58,46-60,female,south_asian,salaried,177,8357.21,982.67,6516.53,14807.78,14,4,0,5667.79,0,True,20000.0
APP-004510,23,18-25,male,western,salaried,9,11795.18,3153.22,7932.53,32275.19,22,1,0,5376.35,0,True,20000.0
APP-004511,43,36-45,male,south_asian,salaried,79,6657.38,1408.59,4687.32,26145.34,35,0,0,10671.22,0,True,19972.14
APP-004512,57,46-60,female,arab_expat,salaried,172,16331.25,1410.19,9198.93,44640.06,31,4,3,11848.99,0,True,20000.0
APP-004513,20,18-25,male,south_asian,salaried,12,4430.53,877.1,3055.04,28799.99,21,4,0,9072.69,0,True,13291.59
APP-004514,48,46-60,female,western,salaried,139,10266.71,2256.72,3838.12,56756.59,23,0,0,3409.62,0,True,20000.0
APP-004515,26,26-35,male,south_asian,salaried,13,11841.61,1469.38,6608.18,39040.72,42,2,0,13190.38,0,True,20000.0
APP-004516,61,46-60,male,western,salaried,181,14120.61,1605.82,6037.56,17134.62,42,1,0,3420.4,0,True,20000.0
APP-004517,51,46-60,female,south_asian,salaried,136,10301.27,1242.17,5124.01,13918.56,11,0,0,4019.95,0,True,20000.0
APP-004518,59,46-60,male,arab_expat,salaried,175,11880.64,3067.12,5292.33,87682.08,41,3,3,10757.2,1,True,20000.0
APP-004519,36,36-45,female,south_asian,salaried,58,3124.5,801.24,1862.32,14756.78,26,5,0,8931.97,0,True,9373.5
APP-004520,20,18-25,male,southeast_asian,salaried,0,26520.86,576.59,14958.98,8182.69,37,5,0,19098.43,0,True,20000.0
APP-004521,53,46-60,male,south_asian,self_employed,149,3000.0,154.05,1100.11,3948.8,29,0,0,7322.65,0,True,9000.0
APP-004522,37,36-45,male,south_asian,salaried,80,3000.0,1105.15,1342.2,37534.94,16,2,0,2056.34,0,True,9000.0
APP-004523,64,46-60,female,south_asian,salaried,177,6067.26,1016.91,3172.25,35860.93,29,1,0,4106.88,0,True,18201.78
APP-004524,49,46-60,male,arab_expat,salaried,124,9858.06,1101.42,5714.62,23364.1,33,4,0,17217.69,0,True,20000.0
APP-004525,50,46-60,male,south_asian,self_employed,133,6537.94,3268.13,3621.87,58471.33,27,5,1,7418.78,1,True,19613.82
APP-004526,55,46-60,male,south_asian,salaried,168,8763.06,1747.4,6003.45,44439.72,34,1,0,8051.82,0,True,20000.0
APP-004527,31,26-35,male,south_asian,salaried,35,10878.98,2403.24,5072.91,85280.26,2,2,0,12291.0,0,True,20000.0
APP-004528,63,46-60,female,western,self_employed,190,12692.12,3831.65,9707.43,98129.8,9,3,0,8032.4,0,True,20000.0
APP-004529,26,26-35,male,south_asian,self_employed,1,5122.32,462.39,2961.52,12589.12,19,1,0,8186.9,0,True,15366.96
APP-004530,42,36-45,male,arab_expat,salaried,94,10576.71,2813.17,6218.06,47940.88,9,5,0,9805.95,0,True,20000.0
APP-004531,19,18-25,female,south_asian,self_employed,0,7581.25,982.88,2512.61,22289.08,38,2,0,8869.82,0,True,20000.0
APP-004532,46,46-60,female,emirati,freelancer,99,8813.43,1026.78,3452.57,36906.89,37,4,0,2938.24,0,True,20000.0
APP-004533,32,26-35,female,south_asian,salaried,42,8086.12,2088.63,4078.4,79760.33,45,0,0,1841.92,0,True,20000.0
APP-004534,18,18-25,male,south_asian,salaried,0,10408.3,982.19,5196.69,13392.72,38,3,0,15805.24,0,True,20000.0
APP-004535,46,46-60,female,south_asian,salaried,109,12252.01,2440.36,5161.41,81252.96,24,3,0,9933.39,0,True,20000.0
APP-004536,48,46-60,female,south_asian,salaried,128,3914.17,235.47,1838.47,6632.79,28,1,0,6405.68,0,True,11742.51
APP-004537,47,46-60,female,south_asian,salaried,128,6607.85,2300.81,4108.2,76878.71,13,0,0,7382.1,0,True,19823.550000000003
APP-004538,40,36-45,male,arab_expat,self_employed,85,5546.86,463.9,3211.93,7177.26,24,1,0,6206.69,0,True,16640.579999999998
APP-004539,28,26-35,male,south_asian,salaried,25,3813.39,285.88,2908.61,7215.13,12,4,0,5487.12,0,True,11440.17
APP-004540,41,36-45,male,south_asian,salaried,82,3169.36,1217.26,2105.02,33182.4,10,4,1,830.11,0,True,9508.08
APP-004541,41,36-45,male,south_asian,self_employed,123,9452.65,3099.5,7149.18,52485.84,39,4,0,16787.34,0,True,20000.0
APP-004542,55,46-60,male,arab_expat,salaried,169,7233.33,1600.73,3739.61,43306.25,9,1,0,10687.36,0,True,20000.0
APP-004543,48,46-60,female,western,salaried,128,15561.85,3868.98,9779.47,123861.49,10,1,0,7735.8,0,True,20000.0
APP-004544,61,46-60,male,arab_expat,salaried,196,3949.99,1421.84,2161.09,47032.28,1,4,0,735.16,0,True,11849.97
APP-004545,38,36-45,female,other,salaried,100,14802.03,470.61,6311.98,7827.26,17,5,0,8389.1,0,True,20000.0
APP-004546,34,26-35,female,arab_expat,self_employed,56,10094.04,509.25,3278.4,18985.99,17,2,0,18588.52,0,True,20000.0
APP-004547,50,46-60,male,western,salaried,138,18908.94,2583.55,9766.85,43582.16,0,3,0,13760.42,0,True,20000.0
APP-004548,28,26-35,male,arab_expat,self_employed,25,5800.6,1161.21,4585.91,33124.17,13,1,2,8359.35,0,True,17401.800000000003
APP-004549,55,46-60,male,arab_expat,salaried,158,10460.38,2090.62,6568.2,53900.76,23,3,0,11423.08,0,True,20000.0
APP-004550,21,18-25,male,southeast_asian,salaried,0,9086.28,552.02,5726.44,16593.19,29,3,0,6229.09,0,True,20000.0
APP-004551,45,36-45,female,emirati,salaried,114,12624.17,3366.52,4509.26,35574.47,17,2,0,5316.68,0,True,20000.0
APP-004552,23,18-25,female,arab_expat,salaried,0,3259.37,897.49,1882.56,25978.98,0,3,2,3289.47,1,True,9778.11
APP-004553,35,26-35,male,other,salaried,56,5156.37,1186.74,3400.87,27441.23,19,1,0,11980.4,0,True,15469.11
APP-004554,20,18-25,male,south_asian,self_employed,0,12926.71,1855.02,9390.54,30771.93,9,0,0,7673.17,0,True,20000.0
APP-004555,47,46-60,male,south_asian,salaried,118,3020.48,378.09,2084.43,14806.77,22,1,0,3633.26,0,True,9061.44
APP-004556,23,18-25,male,south_asian,salaried,5,5015.9,335.51,2092.61,10462.89,45,1,0,2459.12,0,True,15047.699999999999
APP-004557,41,36-45,male,south_asian,salaried,131,8498.44,1657.93,6422.91,50043.62,47,1,3,13320.71,1,True,20000.0
APP-004558,44,36-45,female,western,salaried,76,12377.37,4822.93,6426.59,88387.23,9,5,1,3043.5,0,True,20000.0
